
code		taxid		taxname		lineage
1		391222		Rhinomuraena quaesita		391222 391221 182222 46660 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		61622		Rhinopithecus roxellana		61622 542827 9569 9527 314294 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		386104		Rhodactis sp. CASIZ 171755		386104 2629365 51065 86598 44295 6102 6101 6073 6072 33208 33154 2759 131567 
1		75330		Rhodeus ocellatus		75330 58326 2509195 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		80800		Rhodeus ocellatus kurumeus		80800 75330 58326 2509195 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		339858		Rhodeus uyekii		339858 58326 2509195 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		272071		Rhopaea magnicornis		272071 272070 7059 7055 75546 41086 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		86220		Rhyacichthys aspro		86220 86219 86200 8219 1489878 1489875 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		291264		Rhyacotriton variegatus		291264 43568 43567 30367 8293 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		33559		Rhyncholestes raphanurus		33559 33558 30659 38606 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		270585		Rhynchopelates oxyrhynchus		270585 270584 30875 1489938 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		54386		Rhynochetos jubatus		54386 54385 54384 9108 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		165100		Ricordea florida		165100 51829 51826 44295 6102 6101 6073 6072 33208 33154 2759 131567 
1		329032		Riptortus pedestris		329032 41703 41702 38105 33357 33351 33349 33347 33345 33343 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		118149		Robinsia catherinae		118149 118148 118146 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		88713		Rondeletia loricata		88713 88711 88709 8277 1489869 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9407		Rousettus aegyptiacus		9407 9406 77225 9398 30559 9397 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		399782		Rusa unicolor swinhoei		399782 662561 662560 34878 9850 35500 9845 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		74934		Sacalia quadriocellata		74934 74933 328321 328320 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		319782		Sagamichthys abei		319782 319781 170200 1489486 1489485 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9521		Saimiri sciureus		9521 9520 378850 9498 9479 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		288315		Salamandrella keyserlingii		288315 288314 30366 30364 8293 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		137522		Salangichthys microdon		137522 137521 182234 41711 1489798 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		221867		Salanx ariakensis		221867 182237 182234 41711 1489798 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		181472		Salarias fasciatus		181472 94311 703913 56718 56717 1489921 1489920 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		498931		Saldula arsenjevi		498931 50655 236463 50654 33353 33351 33349 33347 33345 33343 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		8030		Salmo salar		8030 8028 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		227976		Salmo trutta trutta		227976 8032 8028 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		8036		Salvelinus alpinus		8036 8033 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		8038		Salvelinus fontinalis		8038 8033 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		149978		Sarcocheilichthys variegatus microoculus		149978 149977 149979 2743716 2743714 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		27697		Sardina pilchardus		27697 27696 7948 55118 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		41697		Sardinops melanostictus		41697 28380 7948 55118 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		181438		Sargocentron rubrum		181438 47707 47702 47697 1490028 181483 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		37777		Saturnia boisduvalii		37777 180279 37854 180245 82587 7117 37569 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		181455		Scalicus amiscus		181455 990922 178231 1489945 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		178880		Scaphirhynchus cf. albus		178880 7909 124131 124129 7900 186622 7899 32440 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		242802		Scarus forsteni		242802 59660 8247 1489928 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		242806		Scarus ghobban		242806 59660 8247 1489928 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		247628		Scarus rubroviolaceus		247628 59660 8247 1489928 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		247629		Scarus schlegeli		247629 59660 8247 1489928 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		8519		Sceloporus occidentalis		8519 8518 42425 2024743 8511 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		670319		Schistocerca gregaria gregaria		670319 7010 7008 37267 7002 92621 70910 1955150 7001 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		6183		Schistosoma mansoni		6183 6181 31245 31244 6180 6179 6178 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		6189		Schistosoma spindale		6189 6181 31245 31244 6180 6179 6178 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		357288		Schistura balteata		357288 143399 278171 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		55149		Sciurus vulgaris		55149 10001 337752 9991 55153 33553 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		113540		Scleropages formosus		113540 27726 27723 41712 31089 1489343 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		253126		Sclerophasma paresisense		253126 253125 270859 192413 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		392933		Scobinichthys granulatus		392933 392932 143346 31023 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		29150		Scomber australasicus		29150 13675 186746 186745 8224 1489894 1489885 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		338315		Scomber colias		338315 13675 186746 186745 8224 1489894 1489885 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		13677		Scomber scombrus		13677 13675 186746 186745 8224 1489894 1489885 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		13679		Scomberomorus cavalla		13679 13678 186747 186745 8224 1489894 1489885 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		52904		Scophthalmus maximus		52904 52903 52902 30942 8252 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		163141		Scorpis lineolata		163141 163140 603454 30843 1489938 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		29022		Scutigera coleoptrata		29022 29021 29020 41360 115404 7540 61985 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		7830		Scyliorhinus canicula		7830 7829 7826 30483 119195 119197 119203 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		85551		Scylla olivacea		85551 6760 600346 6757 6774 116706 116704 6752 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		85552		Scylla paramamosain		85552 6760 600346 6757 6774 116706 116704 6752 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		6761		Scylla serrata		6761 6760 600346 6757 6774 116706 116704 6752 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		85553		Scylla tranquebarica		85553 6760 600346 6757 6774 116706 116704 6752 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		88029		Semnopithecus entellus		88029 88028 9569 9527 314294 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		31210		Sepia esculenta		31210 6609 6608 551351 551287 215450 6606 6605 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		6610		Sepia officinalis		6610 6609 6608 551351 551287 215450 6606 6605 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		34570		Sepioteuthis lessoniana		34570 34569 6615 551347 215450 6606 6605 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		446912		Seriatopora caliendrum		446912 51069 46729 123757 6125 6102 6101 6073 6072 33208 33154 2759 131567 
1		51070		Seriatopora hystrix		51070 51069 46729 123757 6125 6102 6101 6073 6072 33208 33154 2759 131567 
1		182440		Serrivomer beanii		182440 182439 87098 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		290102		Serrivomer sector		290102 182439 87098 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		52224		Shinisaurus crocodilurus		52224 52223 102263 1330544 8548 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		173823		Sialis hamata		173823 50607 50606 50553 85817 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		214988		Siderastrea radians		214988 130671 46706 123758 6125 6102 6101 6073 6072 33208 33154 2759 131567 
1		225757		Siganus fuscescens		225757 75041 75382 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		215396		Siganus unimaculatus		215396 75041 75382 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		48457		Sigmops gracilis		48457 505324 48439 48438 1489798 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		189493		Simenchelys parasitica		189493 189492 189491 118152 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		290412		Simosyrphus grandicornis		290412 290411 115274 43838 34680 43740 43737 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		304914		Sinocyclocheilus altishoulderus		304914 75365 2743694 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		75366		Sinocyclocheilus grahami		75366 75365 2743694 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		241472		Sinogastromyzon puliensis		241472 241450 98924 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		320579		Siphonops annulatus		320579 264019 1277737 8445 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9301		Sminthopsis crassicaudata		9301 9300 9277 38608 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		90758		Sminthopsis douglasi		90758 9300 9277 38608 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		81930		Smithornis sharpei		81930 81929 81928 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		62275		Sorex unguiculatus		62275 9379 183663 9376 9362 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		103600		Sousa chinensis		103600 103599 9726 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2		84346		Xibalbanus tulumensis		1519145 1519144 84344 116564 84343 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		546487		Sphaerius sp. BT0074		546487 2621933 174920 110033 63907 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		229059		Sphoeroides pachygaster		229059 39109 31031 32517 31028 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		98823		Spicara maena		98823 98822 98821 1489931 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		30552		Spilogale putorius		30552 30550 119825 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		206126		Spinachia spinachia		206126 206125 69291 1490020 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		99802		Spirometra erinaceieuropaei		99802 46580 28843 1224679 6200 6199 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		373251		Spratelloides delicatulus		373251 365051 365065 55118 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		365052		Spratelloides gracilis		365052 365051 365065 55118 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		7797		Squalus acanthias		7797 7796 30511 282414 118040 119203 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		84350		Squilla empusa		84350 84349 84348 84347 77689 75390 75389 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		280675		Squilla mantis		280675 84349 84348 84347 77689 75390 75389 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		34508		Steinernema carpocapsae		34508 34507 33253 2082224 2082223 6300 6236 119089 6231 1206794 33317 33213 6072 33208 33154 2759 131567 
1		87100		Stemonidium hypomelas		87100 87099 87098 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9735		Stenella attenuata		9735 9734 9726 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9737		Stenella coeruleoalba		9737 9734 9726 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		291263		Stereochilus marginatus		291263 269188 698026 8332 30367 8293 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		34553		Sthenoteuthis oualaniensis		34553 34552 6626 34542 215450 6606 6605 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		319428		Stictopleurus subviridis		319428 319427 38106 38105 33357 33351 33349 33347 33345 33343 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		7671		Strongylocentrotus droebachiensis		7671 7664 31181 7675 2785018 7674 7638 7625 7624 133551 7586 33511 33213 6072 33208 33154 2759 131567 
1		7670		Strongylocentrotus pallidus		7670 7664 31181 7675 2785018 7674 7638 7625 7624 133551 7586 33511 33213 6072 33208 33154 2759 131567 
1		6248		Strongyloides stercoralis		6248 6247 6246 2082224 2082223 6300 6236 119089 6231 1206794 33317 33213 6072 33208 33154 2759 131567 
1		8801		Struthio camelus		8801 8800 8799 8798 8783 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		409996		Stylephorus chordatus		409996 409995 409994 1489837 1489843 1489841 1489838 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		55567		Suberites domuncula		55567 55566 55660 1779162 1779146 6042 6040 33208 33154 2759 131567 
1		181478		Sufflamen fraenatum		181478 181477 31024 31023 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		221869		Sundasalanx mekongensis		221869 221868 55118 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9823		Sus scrofa		9823 9822 9821 35497 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9825		Sus scrofa domesticus		9825 9823 9822 9821 35497 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		48155		Sylvia atricapilla		48155 43162 552881 36270 2116661 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		216226		Sylvia crassirostris		216226 43162 552881 36270 2116661 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		118154		Synaphobranchus kaupii		118154 118153 118155 118152 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		261076		Synodus variegatus		261076 81391 143310 81390 1489830 68510 1489829 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		28708		Synthliboramphus antiquus		28708 28707 28683 8906 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9063		Syrmaticus ellioti		9063 9062 9072 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9064		Syrmaticus humiae		9064 9062 9072 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9066		Syrmaticus reevesii		9066 9062 9072 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		265498		Syrmaticus soemmerringii ijimae		265498 9067 9062 9072 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		342690		Tachybaptus novaehollandiae		342690 100827 30448 30447 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9261		Tachyglossus aculeatus		9261 9260 9259 9255 9254 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		6853		Tachypleus tridentatus		6853 6851 6846 6845 6844 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		6207		Taenia crassiceps		6207 6202 6208 6201 6200 6199 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		85431		Taenia hydatigena		85431 6202 6208 6201 6200 6199 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		94034		Taenia multiceps		94034 6202 6208 6201 6200 6199 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		6206		Taenia saginata		6206 6202 6208 6201 6200 6199 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		6204		Taenia solium		6204 6202 6208 6201 6200 6199 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		59729		Taeniopygia guttata		59729 59728 40155 37611 175121 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		176185		Takifugu chinensis		176185 31032 31031 32517 31028 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		277992		Takifugu exascurus		277992 31032 31031 32517 31028 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		301270		Takifugu fasciatus		301270 31032 31031 32517 31028 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2		204815		Takifugu alboplumbeus		433688 31032 31031 32517 31028 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		204816		Takifugu oblongus		204816 31032 31031 32517 31028 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		309541		Takifugu obscurus		309541 31032 31031 32517 31028 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		433686		Takifugu ocellatus		433686 31032 31031 32517 31028 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
